ADEP,ADES,cluster_kmeans,AC Type,n,delta_dist_nm_mean,delta_dist_nm_std,delta_dist_nm_p5,delta_dist_nm_p95,delta_duration_h_mean,delta_duration_h_std,delta_duration_h_p5,delta_duration_h_p95,delta_fuel_kg_mean,delta_fuel_kg_std,delta_fuel_kg_p5,delta_fuel_kg_p95
LFPO,DTTA,0,A320,22,9.89,13.59,-12.76,26.74,0.03,0.08,-0.09,0.14,72.1,205.32,-231.26,348.86
LFPO,DTTA,0,A332,19,0.84,10.67,-13.55,19.56,0.06,0.08,-0.09,0.17,369.75,503.78,-530.96,1007.4
LFPO,DTTA,0,B737,8,11.84,8.66,-0.95,21.04,0.03,0.13,-0.11,0.2,70.54,290.26,-246.74,450.29
LFPO,DTTA,0,B738,119,5.89,14.63,-16.27,30.9,0.03,0.09,-0.13,0.16,67.68,220.42,-310.0,386.23
LFPO,DTTJ,0,A320,21,-11.28,6.26,-20.5,-2.3,-0.02,0.08,-0.14,0.07,-57.68,196.24,-337.7,182.4
LFPO,DTTJ,0,B738,61,-10.67,8.02,-21.1,2.7,0.0,0.11,-0.19,0.14,7.07,254.99,-462.3,331.7
LFPO,DTTJ,1,A320,1,-28.4,,-28.4,-28.4,-0.04,,-0.04,-0.04,-109.7,,-109.7,-109.7
LFPO,DTTJ,1,B738,29,-16.81,17.38,-40.16,17.28,-0.02,0.11,-0.15,0.2,-39.89,266.41,-349.38,480.08
LFPO,EDDB,0,A319,12,-5.85,22.76,-32.18,27.96,0.02,0.06,-0.05,0.11,51.67,127.49,-108.72,240.36
LFPO,EDDB,0,A320,19,3.16,22.86,-27.28,46.76,0.05,0.07,-0.05,0.14,121.28,168.75,-125.43,358.04
LFPO,EDDB,0,B738,9,9.19,24.97,-19.8,47.44,0.1,0.09,-0.03,0.21,241.31,223.61,-80.1,508.14
LFPO,EDDB,1,A320,27,4.72,19.94,-25.13,33.58,0.05,0.08,-0.04,0.15,133.35,198.31,-92.48,364.4
LFPO,EDDB,1,B738,16,6.28,24.65,-28.42,37.38,0.07,0.08,-0.05,0.17,173.59,193.55,-109.15,400.02
LFPO,EDDM,0,E195,31,-3.18,16.03,-25.95,21.05,-0.03,0.06,-0.11,0.07,-58.0,101.99,-188.9,119.35
LFPO,EDDM,1,E195,29,-4.3,19.82,-32.32,25.46,-0.1,0.06,-0.16,0.01,-174.73,99.31,-285.4,15.9
LFPO,EGKK,0,A21N,13,4.0,19.2,-17.16,40.82,0.15,0.09,0.03,0.28,381.56,214.53,81.48,707.48
LFPO,EGKK,0,A321,24,7.45,11.21,-3.86,28.36,0.16,0.1,0.05,0.39,444.86,282.8,138.2,1101.06
LFPO,EGKK,1,A21N,6,-4.18,7.59,-10.07,7.12,0.14,0.09,0.04,0.25,337.07,222.65,104.02,634.88
LFPO,EGKK,1,A321,24,-1.32,16.49,-15.78,38.43,0.14,0.11,0.0,0.36,388.25,310.74,2.98,1008.11
LFPO,EIDW,0,A21N,3,-13.9,20.41,-28.38,6.18,-0.0,0.06,-0.06,0.05,-10.4,146.55,-143.72,119.98
LFPO,EIDW,0,A321,5,-32.58,21.7,-54.64,-8.66,-0.05,0.03,-0.09,-0.03,-150.6,80.16,-257.32,-88.08
LFPO,EIDW,0,B738,7,-27.41,26.34,-61.42,6.32,-0.02,0.1,-0.1,0.14,-41.4,240.12,-248.51,336.2
LFPO,EIDW,1,A21N,10,0.27,23.41,-29.05,37.47,0.13,0.22,-0.06,0.5,332.08,554.28,-159.97,1256.1
LFPO,EIDW,1,A321,10,-15.71,19.86,-45.8,11.69,-0.04,0.07,-0.11,0.07,-102.28,209.16,-321.12,203.77
LFPO,EIDW,1,B738,18,-16.64,23.77,-50.08,17.43,0.06,0.09,-0.06,0.17,140.61,207.43,-140.4,401.5
LFPO,FMEE,0,A339,14,-18.8,12.44,-32.76,-1.59,-0.04,0.17,-0.31,0.2,-202.03,896.15,-1672.95,1062.52
LFPO,FMEE,0,A359,1,-20.2,,-20.2,-20.2,-0.1,,-0.1,-0.1,-567.1,,-567.1,-567.1
LFPO,FMEE,0,B77W,13,-22.87,21.5,-46.12,6.28,0.04,0.11,-0.09,0.22,321.83,881.71,-695.58,1676.02
LFPO,FMEE,1,A339,5,-23.68,9.59,-33.9,-12.98,-0.06,0.14,-0.16,0.14,-329.4,780.2,-850.5,736.8
LFPO,FMEE,1,A35K,7,-19.46,8.49,-28.54,-7.91,-0.03,0.11,-0.14,0.12,-151.41,609.88,-824.37,669.22
LFPO,FMEE,1,B77W,10,-27.03,15.25,-45.82,-6.22,0.02,0.14,-0.11,0.26,159.69,1065.93,-836.33,2004.85
LFPO,FMEE,2,A359,1,-28.8,,-28.8,-28.8,-0.02,,-0.02,-0.02,-135.3,,-135.3,-135.3
LFPO,FMEE,2,A35K,22,-18.58,14.54,-41.62,0.97,-0.03,0.16,-0.24,0.24,-184.67,954.32,-1395.05,1388.88
LFPO,FMEE,2,B77W,6,-31.37,18.22,-43.72,-4.45,0.0,0.09,-0.07,0.14,28.93,732.51,-528.12,1096.4
LFPO,FMEE,3,A339,20,-17.55,12.31,-33.57,-0.57,-0.03,0.16,-0.23,0.24,-180.3,863.67,-1253.62,1319.48
LFPO,FMEE,3,A359,1,6.2,,6.2,6.2,0.0,,0.0,0.0,0.0,,0.0,0.0
LFPO,FMEE,3,A35K,3,-19.7,5.09,-23.55,-14.73,-0.03,0.12,-0.15,0.06,-186.93,669.88,-840.4,321.05
LFPO,FMEE,3,B77W,1,4.0,,4.0,4.0,0.02,,0.02,0.02,153.8,,153.8,153.8
LFPO,GMAD,0,A21N,4,-18.5,14.97,-36.64,-7.93,-0.08,0.21,-0.33,0.06,-199.8,517.53,-828.18,156.14
LFPO,GMAD,0,A320,6,-9.8,23.0,-41.92,11.08,0.06,0.16,-0.09,0.29,152.43,403.49,-225.82,726.03
LFPO,GMAD,0,A321,2,-25.95,6.86,-30.32,-21.58,-0.05,0.06,-0.09,-0.02,-145.5,154.01,-243.51,-47.49
LFPO,GMAD,0,B737,10,-17.51,20.58,-32.82,20.93,-0.05,0.12,-0.22,0.1,-116.6,264.43,-492.85,222.63
LFPO,GMAD,0,B738,12,-9.17,11.28,-24.56,7.38,0.01,0.16,-0.23,0.2,25.27,372.47,-562.93,477.57
LFPO,GMAD,1,A21N,7,-17.77,13.61,-29.77,1.92,-0.13,0.11,-0.25,0.04,-316.67,284.52,-618.21,102.53
LFPO,GMAD,1,A320,24,-13.08,22.58,-32.96,5.85,-0.07,0.2,-0.33,0.15,-170.08,495.48,-829.26,372.69
LFPO,GMAD,1,A321,5,-12.98,13.79,-26.3,2.56,-0.02,0.08,-0.1,0.08,-43.86,226.91,-278.88,214.48
LFPO,GMAD,1,B737,3,-25.53,18.9,-40.77,-7.38,-0.05,0.23,-0.24,0.16,-120.17,499.28,-532.49,355.18
LFPO,GMAD,1,B738,52,-13.94,20.43,-35.6,27.35,-0.06,0.18,-0.37,0.16,-148.49,426.68,-879.92,392.28
LFPO,GMFO,0,A320,29,-16.04,14.07,-34.6,5.46,0.05,0.16,-0.16,0.3,132.39,399.5,-410.72,753.8
LFPO,GMFO,0,B737,15,-10.41,16.81,-29.49,16.06,-0.04,0.11,-0.21,0.12,-81.16,233.35,-459.59,256.61
LFPO,GMFO,0,B738,43,-27.53,39.23,-53.36,16.52,0.01,0.18,-0.24,0.19,14.53,420.94,-571.43,454.03
LFPO,GMME,0,A320,1,-11.1,,-11.1,-11.1,0.02,,0.02,0.02,36.8,,36.8,36.8
LFPO,GMME,0,B737,2,-4.55,11.1,-11.62,2.51,0.0,0.04,-0.02,0.03,6.2,83.86,-47.17,59.57
LFPO,GMME,0,B738,33,-3.15,17.85,-18.66,28.04,0.03,0.11,-0.16,0.2,74.53,263.65,-373.4,484.2
LFPO,GMME,1,B737,2,-11.35,10.39,-17.96,-4.74,0.01,0.03,-0.01,0.03,25.7,63.07,-14.44,65.84
LFPO,GMME,1,B738,35,-3.69,8.85,-17.37,9.73,0.01,0.17,-0.22,0.28,30.0,397.43,-526.1,667.4
LFPO,GMMN,0,A319,1,19.3,,19.3,19.3,0.0,,0.0,0.0,0.0,,0.0,0.0
LFPO,GMMN,0,A320,1,-19.1,,-19.1,-19.1,-0.0,,-0.0,-0.0,-13.2,,-13.2,-13.2
LFPO,GMMN,0,B737,3,-2.67,21.82,-16.01,18.82,-0.03,0.03,-0.05,-0.01,-77.2,62.14,-115.01,-16.01
LFPO,GMMN,0,B738,19,11.53,28.41,-33.07,49.94,0.08,0.14,-0.1,0.36,183.89,335.11,-247.73,853.76
LFPO,GMMN,0,B788,3,21.0,10.24,10.91,27.38,0.09,0.03,0.07,0.13,478.63,178.48,373.28,654.08
LFPO,GMMN,0,B789,2,7.1,24.32,-8.38,22.58,0.09,0.08,0.04,0.14,498.8,415.92,234.11,763.49
LFPO,GMMN,0,E190,6,-12.88,13.66,-21.3,7.38,0.02,0.1,-0.08,0.15,45.78,213.0,-181.42,325.23
LFPO,GMMN,1,A319,19,4.44,23.37,-17.78,51.78,-0.02,0.17,-0.28,0.2,-39.03,370.03,-622.43,448.37
LFPO,GMMN,1,A332,1,29.7,,29.7,29.7,-0.16,,-0.16,-0.16,-966.7,,-966.7,-966.7
LFPO,GMMN,1,B38M,4,3.2,6.88,-4.74,9.46,0.02,0.15,-0.11,0.19,50.9,311.61,-232.76,397.63
LFPO,GMMN,1,B737,2,0.55,22.84,-13.98,15.08,0.01,0.2,-0.11,0.13,20.4,429.92,-253.2,294.0
LFPO,GMMN,1,B738,136,-6.47,15.17,-23.8,21.7,0.02,0.16,-0.24,0.26,37.1,384.74,-568.12,630.38
LFPO,GMMN,1,B788,14,-5.31,17.18,-22.96,26.07,0.06,0.11,-0.11,0.19,307.85,586.29,-556.64,1006.83
LFPO,GMMN,1,B789,5,3.62,11.8,-7.0,19.34,0.04,0.06,-0.03,0.09,239.28,311.87,-176.28,498.12
LFPO,GMMN,1,E190,1,-14.3,,-14.3,-14.3,-0.04,,-0.04,-0.04,-94.8,,-94.8,-94.8
LFPO,GMMX,0,A21N,5,-2.62,12.17,-16.86,10.04,-0.03,0.13,-0.18,0.11,-74.06,315.49,-440.16,277.04
LFPO,GMMX,0,A321,2,-5.8,9.48,-11.83,0.23,0.02,0.15,-0.07,0.12,64.6,420.16,-202.79,331.99
LFPO,GMMX,0,B737,1,-10.9,,-10.9,-10.9,-0.04,,-0.04,-0.04,-88.0,,-88.0,-88.0
LFPO,GMMX,0,B738,49,-4.0,21.2,-19.86,16.3,0.04,0.18,-0.16,0.2,94.07,437.39,-372.08,489.42
LFPO,GMMX,1,A321,1,7.9,,7.9,7.9,-0.02,,-0.02,-0.02,-54.4,,-54.4,-54.4
LFPO,GMMX,1,B737,1,-23.1,,-23.1,-23.1,0.02,,0.02,0.02,37.3,,37.3,37.3
LFPO,GMMX,1,B738,21,-15.25,14.15,-36.2,9.4,0.04,0.16,-0.18,0.26,101.41,383.53,-420.9,627.1
LFPO,GMMX,2,A21N,1,-23.2,,-23.2,-23.2,-0.0,,-0.0,-0.0,-4.2,,-4.2,-4.2
LFPO,GMMX,2,A321,4,-6.78,11.84,-20.05,4.43,0.04,0.18,-0.17,0.21,109.4,512.74,-476.49,587.21
LFPO,GMMX,2,B737,6,-7.22,14.89,-15.2,14.42,-0.06,0.18,-0.22,0.17,-127.98,392.25,-478.62,382.42
LFPO,GMMX,2,B738,45,-3.15,12.25,-17.28,19.32,0.07,0.18,-0.17,0.38,169.22,440.38,-398.76,908.34
LFPO,GMMX,3,B737,4,-30.8,20.49,-44.17,-5.95,-0.14,0.23,-0.35,0.1,-299.7,506.87,-766.68,221.17
LFPO,GMMX,3,B738,14,-20.42,9.23,-31.24,-6.37,-0.03,0.17,-0.26,0.19,-78.86,407.35,-634.14,460.36
LFPO,GMMX,4,A21N,4,-6.3,20.31,-20.21,18.1,-0.02,0.11,-0.12,0.07,-46.52,264.6,-312.01,187.36
LFPO,GMMX,4,B737,1,-1.8,,-1.8,-1.8,0.05,,0.05,0.05,104.5,,104.5,104.5
LFPO,GMMX,4,B738,23,-1.93,26.31,-30.77,45.44,0.04,0.1,-0.12,0.19,88.84,238.22,-290.2,444.93
LFPO,KEWR,0,A21N,8,3.81,61.08,-50.22,92.24,0.18,0.34,-0.21,0.65,453.65,850.06,-526.98,1617.95
LFPO,KEWR,0,A359,7,-5.26,71.88,-100.24,67.31,0.14,0.31,-0.28,0.48,835.93,1825.31,-1638.71,2772.02
LFPO,KEWR,1,A21N,14,3.05,38.19,-36.88,62.68,0.01,0.35,-0.43,0.54,38.04,886.69,-1063.1,1344.73
LFPO,KEWR,1,A359,13,3.47,49.23,-61.9,82.1,0.04,0.32,-0.45,0.42,205.75,1860.36,-2584.86,2454.06
LFPO,KEWR,2,A21N,10,-8.18,45.65,-56.4,68.39,0.13,0.27,-0.18,0.55,328.92,679.46,-440.4,1366.55
LFPO,KEWR,2,A359,10,-1.64,57.34,-82.48,80.13,0.19,0.25,-0.1,0.55,1089.26,1442.14,-576.28,3212.92
LFPO,LEAL,0,A21N,15,-4.37,6.62,-9.83,9.06,0.09,0.05,0.02,0.16,220.49,130.96,40.95,400.67
LFPO,LEAL,0,A320,1,-7.7,,-7.7,-7.7,0.14,,0.14,0.14,357.7,,357.7,357.7
LFPO,LEAL,0,A321,15,-2.64,7.23,-7.99,9.59,0.13,0.08,-0.0,0.28,364.33,234.37,-9.9,774.17
LFPO,LEAL,0,B738,18,-4.16,7.76,-10.68,11.91,0.11,0.14,-0.07,0.27,267.93,328.33,-164.0,658.6
LFPO,LEAL,1,A21N,18,-3.55,24.29,-14.85,16.34,0.06,0.09,-0.08,0.15,136.96,221.38,-197.48,382.41
LFPO,LEAL,1,A321,10,-1.68,7.98,-9.2,11.83,0.06,0.11,-0.09,0.2,166.72,310.0,-240.05,560.26
LFPO,LEAL,1,B738,14,-3.77,6.49,-11.32,6.84,0.07,0.09,-0.07,0.2,162.43,206.28,-161.2,479.35
LFPO,LEBL,0,A20N,21,5.24,20.96,-22.1,34.8,0.01,0.1,-0.1,0.16,26.84,226.2,-234.4,371.9
LFPO,LEBL,0,A21N,35,-1.49,15.26,-13.55,19.75,0.01,0.09,-0.11,0.13,33.23,236.88,-279.17,335.05
LFPO,LEBL,0,A319,5,-1.86,4.22,-6.56,2.64,-0.02,0.04,-0.07,0.03,-36.88,91.8,-146.88,63.92
LFPO,LEBL,0,A320,57,4.02,21.16,-20.36,40.38,0.01,0.09,-0.11,0.17,34.24,218.16,-275.36,422.6
LFPO,LEBL,0,A321,76,-1.43,15.23,-16.18,24.7,-0.0,0.09,-0.14,0.14,-8.86,249.82,-394.28,394.75
LFPO,LEBL,0,B738,34,-3.03,11.52,-13.87,19.54,0.02,0.08,-0.09,0.15,36.54,184.83,-223.91,359.6
LFPO,LEIB,0,A21N,5,-21.06,28.74,-49.14,10.6,-0.03,0.08,-0.13,0.04,-81.66,188.8,-319.3,95.84
LFPO,LEIB,0,A320,12,-26.86,18.35,-55.41,-5.67,-0.05,0.06,-0.15,0.03,-124.46,160.58,-366.68,81.15
LFPO,LEIB,0,A321,12,-34.38,19.77,-57.78,-5.71,-0.02,0.1,-0.16,0.11,-65.05,288.09,-462.72,297.12
LFPO,LEIB,0,B738,29,-19.0,22.21,-56.82,4.26,-0.03,0.13,-0.24,0.16,-71.4,300.97,-582.02,374.52
LFPO,LEIB,1,A21N,3,-36.37,5.12,-41.41,-32.77,-0.09,0.17,-0.26,0.02,-233.73,419.95,-647.98,47.0
LFPO,LEIB,1,A320,12,-29.22,28.39,-52.16,16.89,-0.1,0.09,-0.22,0.04,-241.77,236.7,-555.48,96.88
LFPO,LEIB,1,A321,8,-16.54,25.64,-50.98,17.98,-0.01,0.13,-0.2,0.15,-15.49,368.54,-561.96,425.86
LFPO,LEIB,1,B738,17,-20.81,23.19,-44.22,22.46,-0.08,0.09,-0.2,0.04,-184.14,224.7,-489.4,92.04
LFPO,LEMD,0,A20N,1,-12.6,,-12.6,-12.6,-0.03,,-0.03,-0.03,-76.7,,-76.7,-76.7
LFPO,LEMD,0,A319,2,-21.6,12.87,-29.79,-13.41,0.04,0.02,0.03,0.06,95.25,50.13,63.34,127.15
LFPO,LEMD,0,A320,14,-13.24,10.19,-32.02,-0.34,0.03,0.07,-0.06,0.13,64.51,170.22,-160.7,312.36
LFPO,LEMD,0,A321,89,-12.39,17.08,-37.7,5.52,0.03,0.09,-0.08,0.18,80.36,252.2,-213.06,514.9
LFPO,LEMD,0,A332,2,28.35,38.68,3.74,52.96,0.21,0.25,0.05,0.37,1258.3,1513.21,295.3,2221.3
LFPO,LEMD,0,A359,2,-16.65,8.98,-22.36,-10.94,-0.16,0.0,-0.16,-0.16,-918.4,0.0,-918.4,-918.4
LFPO,LEMD,0,B738,84,-7.94,20.84,-34.39,20.01,0.06,0.1,-0.06,0.26,150.17,233.78,-132.4,621.6
LFPO,LEMD,0,B788,2,-14.75,8.27,-20.02,-9.49,0.08,0.05,0.05,0.1,390.0,245.08,234.03,545.97
LFPO,LEMD,0,B789,9,-11.94,13.68,-31.76,4.06,0.09,0.1,-0.0,0.24,471.03,529.55,-19.18,1306.3
LFPO,LEMD,1,A20N,7,-6.83,25.94,-27.64,32.38,0.01,0.11,-0.09,0.18,21.9,257.01,-201.52,423.31
LFPO,LEMD,1,A319,1,6.1,,6.1,6.1,0.05,,0.05,0.05,105.1,,105.1,105.1
LFPO,LEMD,1,A320,11,-5.48,10.94,-25.0,6.05,-0.01,0.1,-0.1,0.16,-17.25,258.42,-257.6,409.1
LFPO,LEMD,1,A321,76,-2.97,19.83,-25.68,48.9,0.0,0.11,-0.13,0.2,7.19,308.91,-375.85,545.83
LFPO,LEMD,1,A332,1,-15.1,,-15.1,-15.1,-0.12,,-0.12,-0.12,-741.7,,-741.7,-741.7
LFPO,LEMD,1,A359,4,-7.08,26.28,-21.54,24.65,-0.05,0.05,-0.08,0.0,-314.2,261.79,-493.01,-0.01
LFPO,LEMD,1,B738,66,-2.32,14.14,-25.62,17.55,0.05,0.09,-0.06,0.2,123.9,213.3,-151.5,478.5
LFPO,LEMD,1,B789,4,-6.95,3.14,-10.04,-3.44,-0.02,0.06,-0.09,0.03,-91.6,326.22,-481.16,169.64
LFPO,LEMG,0,A20N,14,7.92,21.94,-13.74,52.14,0.11,0.16,-0.15,0.35,243.32,372.87,-342.13,806.82
LFPO,LEMG,0,A320,13,5.91,16.41,-11.6,33.68,0.08,0.17,-0.12,0.39,208.15,436.6,-307.16,972.14
LFPO,LEMG,0,B738,31,5.04,16.78,-12.55,34.9,0.08,0.16,-0.13,0.36,200.11,378.16,-312.45,873.2
LFPO,LEMG,1,A20N,10,-9.75,11.3,-21.06,10.09,0.05,0.09,-0.06,0.19,115.27,214.84,-139.18,446.85
LFPO,LEMG,1,A320,29,-5.73,20.49,-24.64,25.76,0.1,0.12,-0.06,0.26,252.07,291.41,-145.5,646.74
LFPO,LEMG,1,B738,40,-6.89,22.8,-21.62,51.03,0.08,0.12,-0.08,0.31,193.14,283.15,-201.36,746.93
LFPO,LEPA,0,A20N,4,-2.52,1.68,-4.04,-0.7,0.04,0.11,-0.08,0.14,89.72,243.68,-184.28,322.61
LFPO,LEPA,0,A21N,1,-1.6,,-1.6,-1.6,0.09,,0.09,0.09,214.5,,214.5,214.5
LFPO,LEPA,0,A320,16,-1.6,6.9,-9.35,11.3,0.02,0.1,-0.16,0.13,51.39,251.4,-389.72,328.15
LFPO,LEPA,0,A321,4,1.2,7.98,-6.12,10.2,0.04,0.13,-0.07,0.2,109.3,375.94,-208.31,545.63
LFPO,LEPA,0,B738,36,-0.15,8.41,-8.25,20.0,0.02,0.1,-0.16,0.17,56.79,249.59,-374.22,402.95
LFPO,LEPA,1,A20N,4,5.15,24.65,-15.24,34.29,0.15,0.09,0.07,0.25,340.65,205.86,165.66,582.49
LFPO,LEPA,1,A320,7,-8.96,9.64,-21.83,2.84,0.06,0.07,-0.01,0.15,157.11,163.03,-31.03,385.46
LFPO,LEPA,1,A321,9,-3.84,22.99,-20.98,32.16,0.1,0.11,0.02,0.28,287.09,316.72,63.86,792.7
LFPO,LEPA,1,B738,28,-12.94,10.26,-29.97,2.87,0.05,0.07,-0.04,0.2,129.67,162.08,-87.21,490.2
LFPO,LEPA,2,A20N,1,16.1,,16.1,16.1,0.09,,0.09,0.09,205.8,,205.8,205.8
LFPO,LEPA,2,A320,15,0.83,10.11,-9.91,16.03,0.06,0.1,-0.02,0.24,159.53,248.93,-55.92,589.03
LFPO,LEPA,2,A321,6,-2.78,4.3,-7.0,1.95,0.04,0.08,-0.06,0.13,102.77,222.24,-172.85,372.12
LFPO,LEPA,2,B738,30,-1.18,8.16,-10.68,12.5,0.03,0.08,-0.09,0.16,67.18,203.78,-218.2,377.2
LFPO,LEVC,0,A20N,8,-8.81,3.72,-13.96,-3.83,0.03,0.03,-0.02,0.07,78.0,77.56,-34.98,162.4
LFPO,LEVC,0,A21N,1,-9.2,,-9.2,-9.2,0.07,,0.07,0.07,184.0,,184.0,184.0
LFPO,LEVC,0,A319,1,-9.6,,-9.6,-9.6,-0.06,,-0.06,-0.06,-125.9,,-125.9,-125.9
LFPO,LEVC,0,A320,31,-5.87,8.88,-10.95,5.15,0.03,0.09,-0.1,0.13,65.37,236.06,-240.4,333.55
LFPO,LEVC,0,A321,8,-10.16,3.38,-14.73,-6.3,0.02,0.07,-0.08,0.08,64.99,201.59,-226.02,234.28
LFPO,LEVC,0,B738,15,-9.43,20.51,-24.46,22.25,0.04,0.09,-0.1,0.17,87.99,206.18,-239.1,407.1
LFPO,LEVC,1,A20N,3,-7.6,2.74,-10.29,-5.61,-0.07,0.07,-0.12,-0.01,-158.47,151.49,-277.39,-11.8
LFPO,LEVC,1,A21N,3,-10.73,5.06,-15.43,-6.34,-0.03,0.1,-0.12,0.06,-73.17,255.81,-307.43,152.65
LFPO,LEVC,1,A319,1,-8.5,,-8.5,-8.5,-0.03,,-0.03,-0.03,-69.1,,-69.1,-69.1
LFPO,LEVC,1,A320,28,-1.87,25.66,-16.83,16.89,0.02,0.15,-0.17,0.17,55.45,371.06,-413.9,432.69
LFPO,LEVC,1,A321,7,-6.77,5.11,-13.29,-0.19,0.02,0.04,-0.04,0.08,48.76,124.87,-102.64,215.81
LFPO,LEVC,1,B738,19,-5.23,7.54,-12.46,7.39,0.03,0.11,-0.14,0.23,68.23,254.37,-323.63,541.7
LFPO,LEZL,0,A319,1,-3.1,,-3.1,-3.1,-0.02,,-0.02,-0.02,-48.9,,-48.9,-48.9
LFPO,LEZL,0,A320,2,17.15,48.15,-13.5,47.8,0.07,0.16,-0.03,0.17,180.95,390.39,-67.49,429.4
LFPO,LEZL,0,B738,69,-2.99,10.01,-16.98,13.56,0.05,0.11,-0.13,0.21,129.7,261.62,-312.8,498.02
LFPO,LFBO,0,A319,112,-11.15,8.2,-22.88,3.88,-0.04,0.07,-0.12,0.07,-96.99,150.04,-263.6,143.5
LFPO,LFBO,0,A320,141,-12.05,7.81,-23.7,1.1,-0.04,0.05,-0.12,0.05,-94.08,131.39,-294.2,135.7
LFPO,LFBO,1,A319,96,-0.87,9.61,-8.8,7.9,-0.01,0.05,-0.07,0.05,-14.33,108.33,-157.95,115.58
LFPO,LFBO,1,A320,130,0.37,9.48,-7.55,13.31,-0.0,0.06,-0.07,0.06,-0.68,149.31,-164.36,142.74
LFPO,LFBP,0,B738,28,-6.22,7.52,-17.92,2.32,0.0,0.05,-0.08,0.08,6.14,117.12,-183.1,184.34
LFPO,LFBP,1,B738,27,-15.54,15.56,-29.73,-6.05,-0.05,0.08,-0.15,0.04,-117.29,195.98,-364.62,108.2
LFPO,LFBT,0,A319,60,-31.54,5.91,-41.12,-23.18,-0.05,0.05,-0.12,0.01,-116.65,102.04,-259.53,31.37
LFPO,LFBZ,0,B738,45,-6.92,7.03,-15.54,5.6,0.01,0.06,-0.1,0.09,24.89,133.87,-228.76,206.84
LFPO,LFBZ,1,B738,41,-6.29,5.2,-11.2,4.5,-0.0,0.06,-0.08,0.1,-8.9,142.82,-199.3,244.0
LFPO,LFKB,0,A20N,30,1.0,8.52,-11.9,14.39,0.01,0.05,-0.06,0.08,28.54,105.57,-147.46,177.56
LFPO,LFKB,0,A319,8,3.86,5.86,-4.04,10.95,0.01,0.04,-0.05,0.06,22.22,91.08,-104.64,134.46
LFPO,LFKB,0,A320,39,-0.47,7.61,-9.8,10.88,-0.0,0.06,-0.11,0.1,-1.7,158.81,-275.44,246.17
LFPO,LFKB,0,B77W,2,0.75,0.92,0.16,1.34,0.07,0.04,0.05,0.1,551.45,307.95,355.48,747.42
LFPO,LFKB,1,A20N,29,6.58,25.92,-10.72,33.2,0.02,0.1,-0.07,0.13,53.64,222.33,-158.6,309.22
LFPO,LFKB,1,A319,1,-7.6,,-7.6,-7.6,-0.03,,-0.03,-0.03,-73.4,,-73.4,-73.4
LFPO,LFKB,1,A320,34,0.42,8.83,-11.78,12.7,0.01,0.06,-0.08,0.09,16.18,142.48,-198.3,225.04
LFPO,LFKC,0,A20N,3,-3.73,0.25,-3.97,-3.52,0.02,0.09,-0.06,0.09,50.23,196.37,-134.86,215.96
LFPO,LFKC,0,A319,4,-6.3,5.08,-11.51,-1.79,0.03,0.04,-0.01,0.07,57.5,84.11,-16.37,148.44
LFPO,LFKC,0,A320,48,-3.3,15.1,-14.66,39.96,0.03,0.08,-0.07,0.17,77.02,211.15,-177.96,417.53
LFPO,LFKF,0,A319,2,-21.15,0.92,-21.74,-20.56,-0.0,0.04,-0.03,0.02,-6.65,80.4,-57.82,44.52
LFPO,LFKF,0,A320,32,-19.62,10.99,-27.28,-12.83,-0.0,0.06,-0.12,0.09,-2.48,160.07,-309.96,219.52
LFPO,LFKF,1,A320,22,-13.96,11.14,-24.84,6.49,0.02,0.1,-0.09,0.17,62.34,254.0,-216.52,419.84
LFPO,LFKJ,0,A319,7,1.74,7.42,-4.07,13.04,0.07,0.02,0.04,0.08,145.4,41.9,86.92,186.67
LFPO,LFKJ,0,A320,55,-18.83,6.51,-26.63,-10.03,-0.03,0.05,-0.1,0.04,-83.8,122.84,-257.73,102.54
LFPO,LFKJ,1,A319,1,4.5,,4.5,4.5,0.1,,0.1,0.1,218.2,,218.2,218.2
LFPO,LFKJ,1,A320,45,-19.23,38.14,-37.28,33.02,0.0,0.24,-0.12,0.21,5.81,601.6,-309.02,524.92
LFPO,LFKJ,2,A20N,50,-33.65,5.87,-41.32,-25.74,-0.06,0.05,-0.16,0.02,-139.28,122.8,-372.83,36.54
LFPO,LFKJ,2,A320,1,-37.3,,-37.3,-37.3,-0.02,,-0.02,-0.02,-39.6,,-39.6,-39.6
LFPO,LFLW,0,AT45,27,-6.7,12.7,-18.44,20.88,-0.01,0.07,-0.08,0.12,-3.23,42.7,-50.45,75.91
LFPO,LFLW,1,AT45,25,-3.72,22.9,-19.18,48.4,0.03,0.09,-0.04,0.26,20.74,59.68,-27.42,169.04
LFPO,LFML,0,A320,16,2.26,10.73,-13.38,16.5,-0.04,0.06,-0.12,0.05,-100.78,139.63,-307.5,125.68
LFPO,LFML,1,A319,38,4.31,14.3,-11.13,31.18,-0.04,0.07,-0.12,0.06,-97.69,143.17,-274.78,133.49
LFPO,LFML,1,A320,7,12.21,17.39,-3.18,37.41,0.03,0.12,-0.07,0.2,78.16,288.47,-185.17,508.65
LFPO,LFML,1,B738,1,128.2,,128.2,128.2,0.67,,0.67,0.67,1611.3,,1611.3,1611.3
LFPO,LFML,2,A319,29,2.2,11.28,-10.98,18.9,-0.03,0.09,-0.15,0.14,-67.57,197.91,-321.84,309.02
LFPO,LFML,3,A320,27,5.67,14.28,-12.87,28.19,-0.05,0.08,-0.14,0.03,-127.0,188.7,-360.3,84.96
