ADEP,ADES,cluster_kmeans,n,delta_dist_nm_self_mean,delta_dist_nm_self_std,delta_dist_nm_self_p5,delta_dist_nm_self_p95,delta_duration_h_self_mean,delta_duration_h_self_std,delta_duration_h_self_p5,delta_duration_h_self_p95,delta_fuel_kg_self_mean,delta_fuel_kg_self_std,delta_fuel_kg_self_p5,delta_fuel_kg_self_p95
LOWW,EVRA,0,51,0.46,13.35,-16.25,22.4,0.04,0.08,-0.05,0.18,86.97,152.34,-119.2,357.85
LOWW,HECA,0,37,9.91,9.46,-3.58,28.04,0.1,0.1,0.0,0.2,258.53,265.59,3.02,528.64
LOWW,HECA,1,24,4.97,10.16,-9.7,20.25,0.08,0.07,-0.03,0.19,198.39,183.13,-83.2,420.26
LOWW,LATI,0,65,-26.09,12.32,-34.98,-2.52,-0.0,0.06,-0.09,0.11,-6.2,158.6,-223.2,267.4
LOWW,LATI,1,17,-25.16,14.08,-37.18,0.32,0.01,0.1,-0.07,0.16,34.92,249.93,-192.98,402.12
LOWW,LBSF,0,97,-43.5,61.91,-62.82,-12.14,-0.06,0.15,-0.14,0.05,-143.9,364.18,-322.8,88.2
LOWW,LBSF,1,33,-19.05,14.52,-44.22,0.8,-0.01,0.08,-0.09,0.06,-21.81,195.75,-233.46,151.9
LOWW,LCLK,0,16,4.01,5.56,-3.1,11.12,0.04,0.05,-0.03,0.09,99.77,122.76,-87.05,253.75
LOWW,LCLK,1,62,-3.59,12.52,-17.07,20.14,0.04,0.08,-0.05,0.15,115.48,210.11,-110.38,378.9
LOWW,LDDU,0,33,-0.65,6.23,-6.84,11.54,0.03,0.05,-0.03,0.12,66.82,110.38,-72.98,282.78
LOWW,LDDU,1,24,-0.63,8.16,-7.7,13.53,0.01,0.04,-0.04,0.06,27.97,84.66,-100.24,141.8
LOWW,LDSP,0,31,0.69,9.2,-12.05,16.2,0.05,0.05,-0.02,0.14,61.46,70.89,-23.3,193.75
LOWW,LDSP,1,42,10.24,14.77,-6.41,34.63,0.08,0.05,0.03,0.18,216.1,134.72,83.51,515.77
LOWW,LDZA,0,72,-4.51,13.71,-25.2,17.31,0.02,0.05,-0.06,0.1,37.84,81.45,-85.12,166.9
LOWW,LEBL,0,158,-4.69,9.7,-17.74,15.46,-0.0,0.07,-0.11,0.13,-3.75,178.71,-266.02,323.95
LOWW,LEMD,0,120,-0.98,12.47,-15.98,19.92,-0.01,0.09,-0.15,0.15,-18.91,220.57,-346.92,346.5
LOWW,LEMG,0,75,-6.06,10.25,-20.74,9.18,0.07,0.05,-0.02,0.16,176.19,135.39,-43.88,403.4
LOWW,LEPA,0,150,-3.57,11.88,-17.22,22.22,0.04,0.06,-0.04,0.16,101.73,155.15,-98.08,408.26
LOWW,LEPA,1,43,-1.61,15.32,-25.02,31.88,0.04,0.07,-0.07,0.18,94.81,181.48,-185.48,442.33
LOWW,LFMN,0,49,-49.09,14.0,-66.24,-29.0,-0.14,0.06,-0.24,-0.04,-354.83,148.56,-588.62,-100.18
LOWW,LFMN,1,16,-8.65,14.02,-25.25,20.42,0.03,0.05,-0.05,0.1,72.92,121.24,-105.1,254.85
LOWW,LFMN,2,16,-44.8,14.11,-56.58,-16.0,-0.09,0.11,-0.19,0.14,-175.13,278.21,-446.4,371.08
LOWW,LFPG,0,115,-1.91,11.64,-15.78,12.05,0.04,0.08,-0.08,0.15,103.43,221.02,-196.43,376.7
LOWW,LFPG,1,113,3.44,12.68,-12.98,29.8,0.06,0.06,-0.03,0.14,149.47,161.88,-61.42,402.84
LOWW,LFPG,2,40,-6.7,13.07,-21.07,18.41,0.02,0.06,-0.09,0.1,37.47,147.22,-230.46,243.89
LOWW,LGAV,0,54,-1.82,15.42,-17.74,22.91,0.03,0.06,-0.05,0.12,69.99,151.98,-136.66,264.34
LOWW,LGAV,1,42,-6.28,18.23,-30.16,23.7,0.04,0.09,-0.07,0.19,99.45,225.96,-165.58,464.81
LOWW,LGAV,2,21,-11.16,44.48,-64.2,104.2,0.07,0.24,-0.12,0.52,160.32,573.33,-300.0,1242.0
LOWW,LGIR,0,59,-8.35,7.54,-18.81,5.67,-0.0,0.04,-0.06,0.07,-1.76,101.65,-164.14,193.98
LOWW,LGIR,1,25,-3.99,10.79,-15.16,17.94,0.01,0.06,-0.09,0.07,22.41,138.37,-205.6,193.6
LOWW,LGIR,2,16,-4.41,8.68,-11.72,12.58,-0.0,0.04,-0.06,0.06,-5.86,107.93,-146.7,153.65
LOWW,LGRP,0,59,0.33,8.7,-13.87,16.43,0.01,0.05,-0.07,0.08,26.74,135.09,-176.43,220.1
LOWW,LGTS,0,16,-25.97,19.69,-47.8,-2.33,-0.05,0.11,-0.15,0.1,-109.53,286.89,-363.18,262.38
LOWW,LGTS,1,60,-14.74,21.69,-42.42,17.4,-0.01,0.09,-0.1,0.08,-31.74,227.86,-244.56,188.05
LOWW,LHBP,0,90,-15.62,13.3,-28.7,1.7,-0.01,0.05,-0.08,0.07,-18.77,90.72,-152.48,127.55
LOWW,LIMC,0,107,-38.85,16.81,-56.58,-5.63,-0.14,0.11,-0.27,0.06,-247.05,205.34,-480.0,115.65
LOWW,LIMC,1,66,-41.01,17.34,-58.22,-7.75,-0.15,0.09,-0.26,-0.05,-449.94,300.15,-1022.12,-121.25
LOWW,LIME,0,60,-40.58,19.12,-63.2,-1.28,-0.08,0.08,-0.18,0.03,-204.68,197.09,-421.0,83.3
LOWW,LIPE,0,84,-5.0,17.3,-23.62,19.72,-0.01,0.12,-0.12,0.13,-31.92,227.78,-236.3,239.4
LOWW,LIPZ,0,172,-34.89,19.0,-59.34,-3.07,-0.08,0.09,-0.22,0.06,-174.38,210.24,-541.7,103.5
LOWW,LIRF,0,152,-30.95,20.27,-58.58,2.31,-0.08,0.07,-0.18,0.05,-206.12,180.02,-465.86,102.51
LOWW,LIRN,0,15,-18.69,16.4,-38.0,5.11,-0.07,0.07,-0.16,0.05,-167.14,160.16,-306.0,133.38
LOWW,LIRN,1,45,-25.16,18.27,-50.48,3.02,-0.06,0.09,-0.16,0.08,-137.04,191.04,-402.38,145.0
LOWW,LIRN,2,22,-21.54,18.48,-44.44,4.4,-0.05,0.08,-0.13,0.06,-136.32,219.26,-352.87,116.08
LOWW,LIRQ,0,58,19.14,5.74,11.6,29.37,0.02,0.04,-0.04,0.09,32.13,76.42,-70.88,154.5
LOWW,LKPR,0,91,-11.24,7.39,-23.15,-0.25,0.01,0.05,-0.05,0.1,26.43,82.61,-90.0,180.0
LOWW,LLBG,0,93,-4.21,11.97,-16.92,19.24,0.01,0.07,-0.09,0.14,37.68,180.78,-235.98,365.32
LOWW,LLBG,1,37,0.68,16.42,-20.14,27.7,0.05,0.06,-0.05,0.15,131.74,196.13,-140.0,382.08
LOWW,LLBG,2,34,9.72,18.24,-9.24,50.58,0.05,0.09,-0.09,0.17,132.21,266.47,-253.46,510.3
LOWW,LLBG,3,17,-3.4,11.16,-17.52,15.84,0.01,0.1,-0.09,0.14,43.16,342.95,-221.58,440.0
LOWW,LMML,0,52,15.18,12.62,-4.08,38.79,0.05,0.07,-0.04,0.17,112.07,168.15,-96.48,418.53
LOWW,LOWG,0,73,0.5,5.48,-7.78,10.44,0.1,0.03,0.05,0.14,186.12,56.36,90.0,259.5
LOWW,LOWI,0,51,-2.71,3.9,-6.1,0.85,0.01,0.04,-0.05,0.08,16.76,78.76,-90.0,150.0
LOWW,LOWI,1,28,6.44,29.02,-6.39,61.15,0.09,0.07,0.02,0.27,170.86,131.54,30.0,478.5
LOWW,LOWK,0,53,-2.94,2.75,-4.9,0.0,0.05,0.04,-0.01,0.11,89.04,70.34,-12.0,192.0
LOWW,LPPT,0,65,1.18,16.64,-22.88,32.72,0.06,0.09,-0.05,0.23,158.67,218.9,-125.0,578.64
LOWW,LQSA,0,59,1.72,1.85,0.78,6.81,0.06,0.13,-0.02,0.1,147.18,327.57,-41.61,250.0
LOWW,LROP,0,152,-39.96,8.8,-47.8,-27.64,-0.05,0.05,-0.12,0.05,-116.96,121.33,-318.5,90.0
LOWW,LSGG,0,24,-5.22,17.93,-35.69,17.65,0.01,0.06,-0.07,0.13,22.24,117.78,-141.38,241.15
LOWW,LSGG,1,41,-1.08,10.34,-18.3,4.0,0.01,0.04,-0.04,0.1,14.1,79.6,-79.7,192.1
LOWW,LSZH,0,230,14.93,10.33,0.7,28.73,0.07,0.06,-0.02,0.18,180.67,165.22,-57.04,464.11
LOWW,LTAI,0,44,-3.48,11.11,-20.41,13.96,0.07,0.06,0.0,0.2,161.85,135.03,0.0,420.0
LOWW,LTAI,1,120,-13.2,14.07,-34.21,6.86,0.04,0.07,-0.05,0.2,99.66,172.97,-126.75,480.0
LOWW,LTFJ,0,67,-14.52,17.78,-34.55,17.86,-0.03,0.1,-0.17,0.14,-81.56,244.19,-406.64,329.01
LOWW,LTFJ,1,32,-28.8,31.82,-58.47,11.12,-0.02,0.13,-0.15,0.22,-49.28,311.37,-366.75,545.25
LOWW,LTFM,0,78,-34.51,17.97,-54.34,-3.66,-0.03,0.1,-0.13,0.09,-133.32,378.6,-642.86,443.22
LOWW,LTFM,1,42,-25.18,12.24,-39.29,0.35,-0.04,0.05,-0.12,0.03,-161.27,185.69,-418.5,91.44
LOWW,LWSK,0,21,11.16,5.48,3.6,19.3,0.05,0.03,0.0,0.1,117.07,78.64,0.0,250.0
LOWW,LWSK,1,17,16.67,7.44,2.0,26.16,0.09,0.03,0.04,0.14,215.27,85.82,106.94,349.96
LOWW,LWSK,2,22,8.15,14.55,-17.85,23.32,0.06,0.04,0.02,0.12,107.48,73.53,30.0,210.0
LOWW,LYBE,0,111,-16.33,17.19,-41.65,18.15,-0.01,0.08,-0.15,0.12,10.81,108.69,-128.45,220.25
LOWW,LYBE,1,45,-23.73,18.25,-40.14,17.0,0.02,0.06,-0.07,0.14,27.6,126.37,-163.3,255.9
LOWW,LYPG,0,70,-15.14,6.77,-23.52,-2.07,0.02,0.05,-0.06,0.1,45.08,137.63,-154.01,249.55
LOWW,OJAI,0,18,16.24,14.72,-3.96,38.76,0.07,0.06,0.01,0.17,175.49,137.62,21.05,383.32
LOWW,OJAI,1,43,12.33,10.68,-0.57,31.93,0.09,0.08,-0.02,0.22,226.87,183.12,-38.3,537.53
LOWW,OMDB,0,30,21.38,14.96,-1.99,47.02,0.26,0.1,0.13,0.42,2059.7,805.38,986.38,3257.14
LOWW,OMDB,1,30,22.34,18.73,-4.95,47.29,0.26,0.11,0.13,0.41,2061.51,864.36,992.62,3220.42
LOWW,OTHH,0,60,28.82,20.62,-1.6,59.8,0.1,0.08,-0.04,0.24,390.26,348.29,-110.53,1047.06
LOWW,UDYZ,0,50,5.38,15.41,-5.07,40.57,0.06,0.07,-0.03,0.17,159.77,171.43,-66.84,433.09
LPAZ,LPPD,0,133,-4.87,5.81,-9.0,10.46,-0.05,0.05,-0.11,0.05,-47.64,52.01,-122.52,35.36
LPFL,LPPD,0,55,6.33,6.26,0.0,21.12,0.01,0.06,-0.07,0.14,5.27,69.66,-82.43,159.06
LPFR,EBBR,0,43,21.97,15.34,0.03,39.33,-0.02,0.11,-0.18,0.13,-41.46,259.97,-452.26,318.13
LPFR,EBBR,1,16,26.93,15.67,4.78,52.3,-0.01,0.08,-0.11,0.11,-26.63,202.39,-267.5,281.62
LPFR,EDDF,0,27,-47.84,16.33,-76.82,-30.22,-0.2,0.07,-0.31,-0.12,-527.13,173.33,-773.31,-333.08
LPFR,EDDF,1,15,-34.27,25.45,-64.58,10.24,-0.15,0.1,-0.3,-0.01,-395.32,250.87,-728.91,-16.36
LPFR,EDDF,2,21,-74.98,18.05,-95.4,-39.5,-0.27,0.07,-0.36,-0.18,-693.74,167.63,-906.1,-459.7
LPFR,EDDL,0,30,-3.85,19.82,-31.18,28.02,0.02,0.09,-0.11,0.17,62.83,247.54,-302.38,487.06
LPFR,EDDL,1,21,-10.52,20.69,-39.4,22.5,0.01,0.09,-0.12,0.14,38.03,249.32,-295.1,359.0
LPFR,EGAA,0,56,21.63,10.71,7.88,39.62,0.07,0.06,-0.04,0.15,171.69,147.66,-91.43,377.08
LPFR,EGAA,1,38,21.32,9.88,8.1,35.82,0.05,0.08,-0.08,0.12,114.34,171.28,-185.8,291.94
LPFR,EGBB,0,39,-5.91,32.0,-83.74,23.27,-0.01,0.1,-0.2,0.12,-20.23,241.98,-474.44,277.53
LPFR,EGBB,1,21,5.32,24.89,-37.0,33.3,-0.06,0.08,-0.16,0.04,-160.04,198.03,-446.4,108.0
LPFR,EGBB,2,41,4.29,13.61,-20.7,27.7,-0.01,0.09,-0.14,0.12,-31.71,211.11,-355.3,266.0
LPFR,EGCC,0,144,14.77,14.15,-11.45,37.12,0.07,0.09,-0.11,0.19,213.87,315.0,-273.1,831.54
LPFR,EGCC,1,19,23.3,12.37,6.28,38.6,0.07,0.1,-0.17,0.17,178.97,256.71,-414.82,523.6
LPFR,EGGD,0,130,19.86,16.53,-3.88,38.46,0.01,0.08,-0.08,0.13,33.82,182.19,-204.02,333.36
LPFR,EGGP,0,60,17.38,14.7,7.81,43.1,0.03,0.06,-0.06,0.12,74.41,142.39,-133.7,305.89
LPFR,EGGP,1,21,6.36,12.44,-9.7,26.6,0.05,0.06,-0.04,0.14,123.26,141.17,-101.3,324.0
LPFR,EGGW,0,91,-43.55,32.2,-68.55,-4.5,-0.13,0.13,-0.27,0.02,-289.18,308.66,-607.35,56.35
LPFR,EGGW,1,18,-41.39,24.29,-66.9,-5.91,-0.09,0.09,-0.22,0.04,-212.47,194.18,-488.89,87.6
LPFR,EGKK,0,248,22.31,16.36,-3.9,42.4,0.16,0.14,-0.03,0.39,396.13,346.53,-79.13,961.1
LPFR,EGKK,1,57,21.31,11.59,0.26,41.36,0.15,0.15,-0.04,0.43,374.29,379.06,-108.7,1074.34
LPFR,EGLL,0,55,22.12,9.0,4.09,33.26,0.1,0.11,-0.05,0.27,238.2,263.9,-129.87,663.5
LPFR,EGNM,0,45,17.44,9.88,4.14,33.66,0.02,0.07,-0.09,0.11,38.32,165.87,-222.38,268.42
LPFR,EGNX,0,34,-1.54,18.36,-43.1,18.79,0.01,0.07,-0.09,0.11,15.02,176.76,-217.0,260.0
LPFR,EGNX,1,38,3.75,12.03,-17.5,24.54,0.04,0.06,-0.05,0.11,83.71,125.21,-107.4,269.69
LPFR,EGNX,2,22,8.54,9.4,-1.86,24.62,-0.03,0.08,-0.16,0.1,-76.82,190.46,-390.1,211.23
LPFR,EGPH,0,21,19.85,11.96,-0.8,36.0,0.03,0.09,-0.09,0.14,64.46,205.99,-209.3,333.3
LPFR,EGPH,1,37,15.09,15.53,-10.1,37.92,0.04,0.06,-0.08,0.14,80.03,140.68,-161.96,327.54
LPFR,EGSS,0,106,12.19,9.84,2.45,30.78,0.07,0.06,-0.01,0.18,163.62,146.86,-29.68,409.18
LPFR,EGSS,1,24,5.99,9.17,-2.71,21.99,0.07,0.05,-0.02,0.12,150.81,116.01,-53.0,331.46
LPFR,EHAM,0,76,18.64,16.5,-11.18,41.8,0.06,0.06,-0.05,0.14,130.78,153.89,-130.5,338.2
LPFR,EHEH,0,73,5.03,19.18,-9.6,24.42,-0.06,0.07,-0.16,0.01,-139.96,161.32,-383.46,28.8
LPFR,EIDW,0,51,-22.7,37.62,-52.3,22.9,-0.09,0.16,-0.24,0.12,-203.01,371.46,-566.0,270.95
LPFR,EIDW,1,84,-8.78,24.35,-39.36,24.06,-0.04,0.16,-0.18,0.14,-168.2,795.36,-1101.59,321.94
LPFR,EIDW,2,56,-3.09,10.59,-22.85,9.3,-0.14,0.09,-0.29,-0.01,-377.17,293.59,-733.5,-17.52
LPFR,EIDW,3,31,-23.96,24.07,-51.55,6.15,-0.09,0.1,-0.23,0.08,-245.16,313.29,-583.95,194.3
LPFR,LFPO,0,55,1.85,13.59,-20.72,26.48,-0.03,0.07,-0.12,0.08,-63.32,167.92,-307.73,190.7
LPFR,LFPO,1,17,-27.82,23.69,-75.86,3.94,-0.07,0.11,-0.23,0.08,-156.43,272.38,-555.22,182.82
LPFR,LFPO,2,31,-17.94,14.95,-33.6,8.4,-0.06,0.06,-0.16,0.04,-147.96,153.84,-379.0,95.3
LPFR,LPPR,0,91,1.45,67.29,-4.25,30.3,0.03,0.16,-0.05,0.16,70.08,399.96,-112.5,360.0
LPFR,LPPT,0,118,-22.93,25.99,-75.74,6.34,-0.04,0.09,-0.2,0.1,-84.2,215.47,-476.6,250.0
LPGR,LPLA,0,61,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,9.56,4.39,2.7,15.0
LPHR,LPLA,0,65,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,9.29,5.63,1.6,18.5
LPHR,LPPD,0,110,5.54,7.52,0.05,21.98,0.02,0.05,-0.06,0.12,16.59,55.72,-68.0,115.0
LPLA,LPGR,0,62,0.0,0.0,0.0,0.0,0.03,0.04,-0.03,0.08,28.39,36.6,-19.1,94.84
LPLA,LPHR,0,65,0.0,0.0,0.0,0.0,-0.02,0.06,-0.07,0.07,-17.87,75.3,-76.6,76.7
LPLA,LPPD,0,201,8.21,8.7,0.5,24.5,0.04,0.05,-0.02,0.13,45.8,56.31,-19.2,153.4
LPLA,LPPI,0,72,0.0,0.0,0.0,0.0,-0.02,0.03,-0.07,0.03,-23.09,35.87,-76.7,38.34
LPLA,LPPT,0,106,-13.4,19.61,-51.4,5.22,0.04,0.13,-0.1,0.15,93.47,334.47,-237.5,371.25
LPLA,LPSJ,0,55,0.0,0.0,0.0,0.0,-0.04,0.03,-0.09,0.02,-40.95,38.44,-101.63,19.1
LPMA,EGKK,0,50,13.23,12.49,-8.53,31.48,0.14,0.14,-0.06,0.42,326.22,328.23,-141.96,932.95
LPMA,LPPR,0,175,-5.54,11.02,-24.46,16.88,0.03,0.06,-0.05,0.14,84.61,155.31,-125.0,345.81
LPMA,LPPS,0,60,-0.34,3.77,-4.0,7.72,0.01,0.03,-0.02,0.07,11.71,27.23,-14.9,59.58
LPMA,LPPT,0,360,-8.28,17.99,-43.82,13.08,0.06,0.07,-0.03,0.18,144.32,172.29,-84.98,440.0
LPPD,LPAZ,0,132,-7.97,7.43,-14.7,2.94,-0.07,0.03,-0.1,-0.03,-61.71,36.06,-115.0,-16.7
LPPD,LPFL,0,58,2.28,14.61,-1.6,6.37,-0.11,0.09,-0.22,0.0,-122.27,108.48,-249.2,0.0
LPPD,LPHR,0,112,0.06,3.64,-2.18,6.92,-0.1,0.04,-0.17,-0.03,-101.71,56.15,-191.7,-25.0
LPPD,LPLA,0,198,1.67,3.43,0.0,6.2,-0.04,0.04,-0.09,0.01,-39.55,37.04,-97.29,10.47
LPPD,LPPI,0,112,-0.05,2.52,-1.6,4.4,-0.09,0.03,-0.13,-0.03,-91.23,43.9,-153.4,-16.66
LPPD,LPPR,0,99,-10.8,17.17,-43.63,13.01,-0.05,0.06,-0.15,0.05,-119.19,160.31,-375.0,125.0
LPPD,LPPT,0,255,-14.82,28.04,-62.42,15.71,0.03,0.16,-0.13,0.26,84.91,413.19,-333.3,679.21
LPPD,LPSJ,0,56,0.28,2.55,-1.7,5.6,-0.13,0.07,-0.21,-0.05,-134.34,80.37,-230.0,-25.0
LPPI,LPLA,0,71,0.66,5.59,0.0,0.0,0.01,0.03,0.0,0.02,12.79,31.7,0.3,17.75
LPPI,LPPD,0,112,5.72,7.97,0.1,23.59,0.03,0.06,-0.04,0.13,27.52,63.21,-48.2,142.79
LPPR,EBBR,0,62,12.82,12.79,-11.64,28.66,-0.01,0.09,-0.17,0.13,-17.37,215.38,-416.7,308.8
LPPR,EBBR,1,22,-6.69,13.29,-28.54,7.78,-0.05,0.12,-0.25,0.08,-94.88,347.93,-547.5,331.45
LPPR,EDDF,0,46,-84.17,23.11,-112.82,-38.98,-0.27,0.08,-0.39,-0.13,-711.7,204.04,-999.5,-343.75
LPPR,EDDF,1,30,-50.73,26.97,-81.46,-11.39,-0.18,0.09,-0.3,-0.05,-488.79,236.13,-785.48,-150.17
LPPR,EDDM,0,58,1.56,15.48,-14.12,26.46,-0.12,0.1,-0.29,0.05,-292.52,246.86,-710.1,112.15
LPPR,EGKK,0,114,14.25,15.59,-7.33,35.79,0.15,0.15,-0.04,0.43,367.44,369.96,-94.45,1022.66
LPPR,EGLL,0,45,12.72,11.28,-7.34,31.38,0.15,0.11,-0.02,0.36,370.62,279.35,-62.34,884.96
LPPR,EGSS,0,85,-3.06,14.56,-29.3,17.26,0.07,0.07,-0.01,0.2,167.25,155.16,-28.42,421.6
LPPR,EHAM,0,118,7.89,13.44,-12.66,26.34,0.07,0.06,-0.03,0.17,158.2,137.96,-59.8,408.35
LPPR,ELLX,0,71,4.87,15.49,-17.65,28.05,0.05,0.07,-0.07,0.16,113.02,164.6,-156.7,380.0
LPPR,ELLX,1,31,-7.38,28.57,-36.7,28.0,-0.0,0.07,-0.09,0.12,-7.86,163.7,-225.0,248.8
LPPR,ELLX,2,32,-6.01,19.12,-33.57,17.79,-0.07,0.05,-0.16,0.02,-178.32,133.85,-400.98,41.63
LPPR,KEWR,0,19,-5.9,11.44,-20.0,12.34,0.15,0.09,0.01,0.33,548.14,298.58,34.4,874.98
LPPR,KEWR,1,25,-8.78,7.57,-20.38,0.0,-0.01,0.04,-0.07,0.05,-53.71,153.06,-360.38,143.06
LPPR,KEWR,2,15,-8.47,7.17,-18.73,1.93,-0.0,0.06,-0.06,0.09,-13.0,197.41,-225.66,333.76
LPPR,LEBL,0,172,-6.41,19.42,-27.64,19.91,-0.03,0.09,-0.13,0.1,-67.55,215.78,-321.65,246.47
LPPR,LEMD,0,329,-9.6,11.95,-24.72,2.88,0.02,0.08,-0.1,0.15,40.94,194.75,-250.0,371.68
LPPR,LFBD,0,70,8.36,13.21,-12.68,25.94,0.02,0.07,-0.08,0.1,42.07,161.85,-212.18,248.9
LPPR,LFLL,0,75,9.11,12.05,-8.47,26.07,0.01,0.05,-0.06,0.1,26.71,119.59,-135.55,236.71
LPPR,LFOB,0,94,-19.07,13.72,-42.08,7.01,-0.08,0.06,-0.17,0.02,-196.56,145.38,-398.32,47.0
LPPR,LFPG,0,109,-7.68,21.79,-41.28,21.26,-0.02,0.11,-0.2,0.14,-57.72,256.16,-478.94,289.76
LPPR,LFPO,0,166,-22.47,16.07,-49.52,8.75,-0.06,0.08,-0.19,0.08,-137.54,198.09,-453.15,196.82
LPPR,LFPO,1,107,-9.37,21.88,-52.04,23.33,-0.04,0.09,-0.2,0.11,-102.06,227.49,-487.82,272.39
LPPR,LFPO,2,67,-32.22,17.28,-66.31,-9.83,-0.12,0.09,-0.25,0.03,-304.12,220.54,-603.74,70.71
LPPR,LFPO,3,10,-39.64,16.92,-64.74,-17.26,-0.11,0.04,-0.17,-0.05,-271.96,93.53,-401.38,-129.24
LPPR,LFRS,0,61,6.09,13.86,-17.2,28.1,0.05,0.07,-0.06,0.14,109.65,155.38,-127.7,354.1
LPPR,LFSB,0,60,-6.08,14.31,-29.88,16.38,-0.06,0.06,-0.17,0.05,-147.8,158.23,-420.65,133.5
LPPR,LIMC,0,34,-46.39,28.73,-73.97,5.38,-0.22,0.11,-0.34,-0.03,-531.93,278.25,-847.96,-64.37
LPPR,LIMC,1,28,-50.31,16.15,-67.76,-13.35,-0.19,0.07,-0.29,-0.09,-460.59,161.11,-725.5,-208.33
LPPR,LPFR,0,91,-4.57,11.8,-26.5,13.5,0.02,0.06,-0.08,0.1,40.63,134.96,-200.0,240.0
LPPR,LPMA,0,175,-8.11,10.16,-19.33,4.29,0.07,0.1,-0.02,0.18,169.86,250.03,-41.63,445.49
LPPR,LPPD,0,100,-9.51,14.87,-19.75,8.63,-0.01,0.08,-0.13,0.12,-16.01,189.67,-333.4,293.02
LPPR,LPPT,0,295,-12.88,20.97,-47.3,26.23,0.01,0.1,-0.13,0.17,18.23,223.74,-333.3,397.91
LPPR,LSGG,0,87,-4.23,8.54,-13.23,8.59,-0.13,0.06,-0.23,-0.05,-302.87,126.51,-497.65,-101.64
LPPR,LSGG,1,145,-5.09,12.06,-22.08,11.14,0.06,0.09,-0.1,0.18,152.4,197.54,-183.86,458.86
LPPR,LSZH,0,52,-0.82,10.87,-15.62,17.01,-0.01,0.09,-0.13,0.16,-25.37,205.19,-295.64,410.76
LPPR,LSZH,1,32,-2.68,9.9,-16.64,9.61,-0.01,0.12,-0.17,0.15,-20.38,290.04,-405.85,381.32
LPPR,LSZH,2,37,-8.84,21.45,-39.62,24.28,-0.03,0.09,-0.15,0.14,-67.35,214.64,-372.06,286.36
LPPS,LPMA,0,67,5.71,13.39,0.0,15.5,0.1,0.17,0.02,0.21,135.17,329.06,17.06,520.13
LPPT,CYUL,0,23,-20.89,13.16,-44.52,-8.91,-0.03,0.08,-0.15,0.07,-112.49,411.71,-719.66,449.37
LPPT,CYUL,1,15,-13.02,9.56,-26.31,0.0,-0.01,0.05,-0.07,0.06,0.47,248.46,-259.23,283.95
LPPT,CYUL,2,29,-11.08,8.61,-23.18,0.0,0.0,0.04,-0.07,0.07,15.87,165.04,-247.12,294.86
LPPT,CYYZ,0,16,-20.28,18.5,-46.5,10.5,-0.02,0.08,-0.17,0.1,-108.39,510.28,-1002.88,622.52
LPPT,CYYZ,1,37,-10.89,7.67,-22.66,-1.04,-0.0,0.07,-0.07,0.06,30.84,384.24,-265.94,352.0
LPPT,CYYZ,2,17,-28.53,15.52,-44.88,-3.12,-0.04,0.07,-0.14,0.07,-138.81,327.31,-558.72,374.72
LPPT,CYYZ,3,23,-12.29,12.29,-26.34,0.0,0.0,0.04,-0.05,0.07,33.77,207.41,-135.49,352.61
LPPT,EBBR,0,128,8.07,13.04,-19.48,25.33,0.02,0.08,-0.13,0.12,28.85,187.52,-332.14,256.7
LPPT,EBBR,1,51,9.11,14.96,-20.0,28.75,0.02,0.08,-0.13,0.12,55.68,208.37,-331.95,291.7
LPPT,EDDB,0,75,-3.65,17.55,-30.78,20.07,0.03,0.08,-0.1,0.13,60.93,188.17,-237.39,325.81
LPPT,EDDB,1,15,0.89,30.06,-33.73,42.15,0.02,0.08,-0.06,0.15,55.99,175.71,-141.57,340.31
LPPT,EDDF,0,71,-43.29,105.81,-87.95,-4.55,-0.17,0.29,-0.33,0.03,-415.64,768.41,-826.2,51.0
LPPT,EDDF,1,16,-45.52,9.84,-62.78,-32.93,-0.25,0.05,-0.31,-0.18,-653.03,123.51,-832.6,-477.42
LPPT,EDDF,2,108,-80.1,23.56,-114.68,-36.01,-0.26,0.07,-0.37,-0.14,-677.72,204.96,-1041.68,-342.85
LPPT,EDDH,0,54,-47.62,17.07,-81.84,-23.14,-0.09,0.07,-0.21,0.04,-166.18,154.6,-397.49,73.89
LPPT,EDDH,1,19,-54.26,22.92,-90.34,-30.54,-0.15,0.08,-0.27,-0.04,-332.75,220.58,-696.3,-77.39
LPPT,EDDL,0,49,-20.48,21.58,-48.04,18.46,0.01,0.11,-0.16,0.23,14.92,249.24,-415.0,470.52
LPPT,EDDL,1,43,-20.95,21.08,-49.85,12.95,0.02,0.09,-0.07,0.19,47.8,182.99,-169.03,358.92
LPPT,EDDM,0,133,-6.33,14.35,-28.88,14.68,-0.07,0.08,-0.18,0.07,-171.12,212.08,-476.52,164.18
LPPT,EDDM,1,16,5.65,11.6,-12.32,22.35,-0.11,0.07,-0.22,0.0,-269.11,184.84,-548.3,1.7
LPPT,EGCC,0,93,-11.47,18.29,-46.46,11.74,0.06,0.09,-0.09,0.18,129.67,214.54,-224.98,427.96
LPPT,EGCC,1,23,-2.24,23.41,-33.58,32.96,0.05,0.1,-0.12,0.17,107.41,202.38,-263.11,371.75
LPPT,EGGW,0,34,-60.82,40.75,-94.48,-7.31,-0.15,0.13,-0.36,0.03,-352.29,292.8,-804.74,69.7
