ADEP,ADES,cluster_kmeans,n,delta_dist_nm_pooled_mean,delta_dist_nm_pooled_std,delta_dist_nm_pooled_p5,delta_dist_nm_pooled_p95,delta_duration_h_pooled_mean,delta_duration_h_pooled_std,delta_duration_h_pooled_p5,delta_duration_h_pooled_p95
EHAM,EGSH,1,18,-18.07,7.5,-28.62,-8.41,-0.06,0.03,-0.11,-0.02
EHAM,EGSH,2,18,-8.76,8.85,-20.8,7.87,-0.02,0.05,-0.07,0.07
EHAM,EGSS,0,61,5.94,15.81,-6.6,24.5,0.04,0.11,-0.05,0.15
EHAM,EICK,0,94,2.86,8.2,-7.07,18.43,0.03,0.1,-0.11,0.21
EHAM,EIDW,0,352,-14.25,15.39,-29.44,25.0,-0.02,0.12,-0.16,0.17
EHAM,EIDW,1,17,10.08,14.04,-3.16,31.58,0.04,0.1,-0.05,0.21
EHAM,EIDW,2,28,-8.73,11.87,-22.99,12.54,-0.03,0.11,-0.15,0.11
EHAM,EKBI,0,61,9.13,8.31,-3.6,20.9,0.04,0.04,-0.02,0.11
EHAM,EKBI,1,80,6.79,9.11,-7.61,19.1,0.02,0.04,-0.03,0.1
EHAM,EKCH,0,420,-10.34,10.45,-31.1,2.7,-0.09,0.05,-0.16,-0.01
EHAM,EKYT,0,52,2.16,11.53,-9.77,13.81,0.08,0.07,0.01,0.23
EHAM,EKYT,1,66,-6.59,7.27,-17.65,6.45,0.03,0.04,-0.03,0.09
EHAM,ELLX,0,57,0.28,8.27,-11.52,12.14,-0.01,0.05,-0.08,0.08
EHAM,ELLX,1,67,16.31,9.02,4.28,29.5,0.04,0.06,-0.02,0.11
EHAM,ENAL,0,43,-15.02,15.04,-40.72,8.54,-0.02,0.1,-0.14,0.18
EHAM,ENAL,1,17,-26.71,18.17,-46.56,9.44,-0.03,0.11,-0.16,0.16
EHAM,ENBR,0,33,-16.7,13.44,-39.04,2.38,-0.0,0.06,-0.09,0.09
EHAM,ENBR,1,36,-21.23,14.34,-48.3,-1.45,-0.02,0.06,-0.11,0.09
EHAM,ENBR,2,46,-27.82,21.49,-58.85,8.05,-0.02,0.07,-0.14,0.09
EHAM,ENCN,0,40,1.13,13.23,-16.96,20.1,0.02,0.06,-0.07,0.11
EHAM,ENCN,1,20,-14.03,12.27,-31.85,0.13,-0.04,0.04,-0.09,0.01
EHAM,ENCN,2,21,5.95,14.57,-12.1,31.6,0.03,0.06,-0.04,0.11
EHAM,ENGM,0,118,-22.86,16.06,-53.34,-1.26,-0.06,0.06,-0.16,0.04
EHAM,ENGM,1,34,-14.76,17.96,-43.59,-0.58,-0.02,0.07,-0.1,0.05
EHAM,ENGM,2,64,-16.63,15.91,-40.22,9.7,-0.03,0.08,-0.14,0.13
EHAM,ENGM,3,35,-15.22,14.5,-39.91,5.05,-0.03,0.07,-0.12,0.06
EHAM,ENTO,0,33,-20.19,12.3,-39.88,-2.54,-0.02,0.08,-0.13,0.11
EHAM,ENTO,1,22,-10.89,17.56,-34.71,2.06,-0.07,0.07,-0.14,0.07
EHAM,ENVA,0,42,-6.18,9.89,-22.29,9.09,0.01,0.09,-0.12,0.17
EHAM,ENVA,1,44,-5.06,9.98,-25.88,7.52,0.01,0.09,-0.11,0.18
EHAM,ENZV,0,50,-11.3,16.09,-36.37,14.89,-0.02,0.06,-0.11,0.07
EHAM,ENZV,1,43,-32.74,12.13,-58.33,-17.71,-0.1,0.05,-0.18,-0.02
EHAM,ENZV,2,26,-21.77,10.87,-40.17,-7.68,-0.09,0.03,-0.15,-0.04
EHAM,ENZV,3,15,-15.37,14.92,-32.55,8.08,-0.04,0.06,-0.1,0.07
EHAM,EPGD,0,23,-31.67,16.68,-54.34,-7.13,-0.12,0.05,-0.2,-0.05
EHAM,EPGD,1,36,-27.36,25.82,-58.02,8.4,-0.09,0.08,-0.17,0.03
EHAM,EPGD,2,28,-39.56,16.46,-63.73,-11.6,-0.1,0.04,-0.18,-0.04
EHAM,EPKK,0,84,-25.56,18.03,-49.5,7.23,-0.1,0.06,-0.2,-0.02
EHAM,EPWA,0,227,-33.71,17.85,-59.98,-6.75,-0.09,0.07,-0.2,0.03
EHAM,ESGG,0,63,-0.37,13.02,-26.63,10.07,-0.0,0.07,-0.09,0.13
EHAM,ESGG,1,46,-6.69,10.75,-34.4,2.53,-0.04,0.06,-0.11,0.06
EHAM,ESGG,2,31,-4.56,8.11,-19.35,5.2,-0.04,0.05,-0.11,0.05
EHAM,ESSA,0,64,7.55,13.58,-10.63,25.01,0.05,0.09,-0.04,0.14
EHAM,ESSA,1,139,2.79,11.12,-12.21,19.32,0.05,0.07,-0.05,0.18
EHAM,ESSA,2,45,-1.75,11.79,-22.84,12.58,0.01,0.07,-0.08,0.13
EHAM,ESSL,0,74,-5.53,5.09,-13.6,1.91,-0.0,0.07,-0.09,0.12
EHAM,EVRA,0,31,6.55,10.28,-2.85,23.1,0.04,0.08,-0.07,0.16
EHAM,EVRA,1,42,12.99,9.76,-1.91,28.46,0.06,0.08,-0.04,0.22
EHAM,GCLP,0,30,7.47,23.21,-20.78,48.57,0.05,0.23,-0.22,0.41
EHAM,GCLP,1,36,7.53,39.07,-17.58,50.9,0.07,0.2,-0.29,0.32
EHAM,HKJK,0,60,-19.84,46.08,-61.24,99.4,-0.03,0.17,-0.31,0.27
EHAM,KATL,0,36,0.29,65.9,-81.38,108.45,0.02,0.37,-0.51,0.62
EHAM,KATL,1,54,-4.32,27.43,-49.33,44.37,0.01,0.27,-0.33,0.43
EHAM,KATL,2,27,-9.71,99.15,-119.42,180.68,-0.01,0.26,-0.38,0.37
EHAM,KBOS,0,20,-7.07,114.36,-151.1,190.14,0.02,0.27,-0.28,0.41
EHAM,KBOS,1,32,-2.45,61.67,-63.88,141.85,0.02,0.24,-0.39,0.32
EHAM,KBOS,2,16,-5.87,22.95,-34.58,30.42,0.04,0.18,-0.19,0.34
EHAM,KBOS,3,17,-4.49,44.48,-35.64,75.1,-0.0,0.34,-0.35,0.64
EHAM,KDTW,0,26,-1.39,38.92,-59.92,45.58,0.06,0.32,-0.41,0.56
EHAM,KDTW,1,15,-2.87,25.71,-26.14,41.92,0.02,0.25,-0.25,0.4
EHAM,KDTW,2,20,-2.22,183.18,-76.8,162.05,0.01,0.54,-0.48,0.6
EHAM,KDTW,3,27,-7.07,164.13,-98.78,107.92,0.01,0.42,-0.54,0.6
EHAM,KIAD,0,12,-8.94,27.18,-37.92,37.95,-0.03,0.13,-0.2,0.13
EHAM,KIAD,1,30,-1.47,74.63,-88.28,146.0,-0.03,0.22,-0.36,0.28
EHAM,KIAD,2,13,-11.78,103.27,-103.34,190.16,-0.03,0.17,-0.29,0.21
EHAM,KIAH,0,22,-3.23,44.57,-44.97,79.2,-0.05,0.26,-0.46,0.31
EHAM,KIAH,1,34,-4.77,89.29,-110.31,124.09,-0.01,0.23,-0.32,0.25
EHAM,KJFK,0,41,-2.57,80.71,-77.5,166.0,0.05,0.28,-0.36,0.59
EHAM,KJFK,1,37,-1.74,24.01,-27.52,46.38,0.02,0.3,-0.43,0.6
EHAM,KJFK,2,21,-6.7,40.93,-49.8,65.8,0.05,0.43,-0.45,0.59
EHAM,KJFK,3,25,-6.72,58.73,-58.4,104.88,0.11,0.26,-0.25,0.48
EHAM,KJFK,4,22,-7.28,110.17,-94.98,234.8,0.1,0.31,-0.24,0.64
EHAM,KJFK,5,19,-5.35,28.66,-52.9,37.43,0.02,0.39,-0.51,0.64
EHAM,KLAX,0,36,-5.62,90.66,-95.85,166.58,-0.02,0.2,-0.32,0.3
EHAM,KLAX,1,18,-7.7,41.82,-46.65,69.4,-0.01,0.17,-0.22,0.29
EHAM,KMSP,0,22,-9.7,47.16,-71.65,62.38,-0.0,0.2,-0.23,0.32
EHAM,KMSP,1,21,-8.44,34.56,-59.9,34.6,-0.02,0.25,-0.46,0.26
EHAM,KMSP,2,15,-11.49,13.95,-27.47,13.95,-0.01,0.27,-0.44,0.33
EHAM,KMSP,3,26,-1.37,102.63,-107.12,141.7,0.03,0.23,-0.48,0.3
EHAM,KMSP,4,16,-7.95,47.03,-41.1,80.88,0.0,0.14,-0.25,0.15
EHAM,KORD,0,29,-3.55,42.96,-53.66,90.34,-0.08,0.39,-0.35,0.44
EHAM,KORD,1,25,-2.64,70.0,-95.48,105.46,0.03,0.27,-0.32,0.36
EHAM,KORD,2,27,-2.31,36.47,-44.3,54.23,0.06,0.22,-0.21,0.44
EHAM,KSEA,0,31,-7.79,32.94,-53.15,44.7,-0.02,0.25,-0.36,0.41
EHAM,KSEA,1,27,-6.41,36.24,-53.44,47.49,-0.0,0.19,-0.23,0.25
EHAM,KSFO,0,38,-10.45,64.47,-82.42,118.58,-0.03,0.16,-0.26,0.16
EHAM,KSFO,1,22,-6.3,63.73,-84.72,104.7,0.0,0.18,-0.21,0.26
EHAM,LDZA,0,18,2.03,22.02,-12.73,40.8,-0.0,0.09,-0.12,0.17
EHAM,LDZA,1,72,1.19,7.64,-3.2,17.16,0.01,0.07,-0.1,0.15
EHAM,LEAL,0,163,-0.95,18.26,-13.39,21.22,0.05,0.12,-0.15,0.22
EHAM,LEBB,0,117,-6.01,17.45,-26.86,27.16,-0.04,0.11,-0.19,0.14
EHAM,LEBL,0,390,-4.51,17.55,-23.52,31.22,-0.02,0.1,-0.19,0.14
EHAM,LEIB,0,46,-33.3,17.89,-58.82,-6.58,-0.07,0.14,-0.32,0.11
EHAM,LEIB,1,57,-24.43,32.26,-60.7,37.96,-0.06,0.15,-0.26,0.14
EHAM,LEIB,2,29,-19.21,20.14,-45.82,8.68,-0.06,0.1,-0.25,0.07
EHAM,LEMD,0,266,-4.44,27.03,-36.9,53.18,0.03,0.13,-0.16,0.25
EHAM,LEMG,0,212,6.32,21.39,-10.94,41.35,0.07,0.15,-0.14,0.33
EHAM,LEPA,0,133,-6.42,24.77,-26.4,22.68,0.01,0.13,-0.17,0.17
EHAM,LEVC,0,143,-6.22,10.7,-17.95,9.04,-0.03,0.11,-0.25,0.14
EHAM,LFBD,0,60,2.86,12.39,-9.14,29.03,0.05,0.07,-0.06,0.15
EHAM,LFBD,1,23,2.84,16.17,-9.81,14.06,0.05,0.11,-0.04,0.26
EHAM,LFBO,0,107,-7.56,14.45,-20.42,13.84,-0.0,0.08,-0.11,0.11
EHAM,LFLL,0,116,-3.77,15.74,-24.02,18.95,-0.02,0.07,-0.12,0.1
EHAM,LFML,0,40,-1.78,9.63,-17.61,12.55,0.03,0.07,-0.1,0.12
EHAM,LFML,1,48,8.72,15.67,-12.17,31.9,0.13,0.08,0.01,0.25
EHAM,LFMN,0,77,3.46,14.81,-15.66,29.28,0.01,0.1,-0.18,0.14
EHAM,LFMN,1,103,-51.86,19.32,-77.94,-13.27,-0.22,0.08,-0.34,-0.09
EHAM,LFPG,0,343,-4.23,16.01,-26.78,18.55,0.04,0.07,-0.05,0.15
EHAM,LFRS,0,84,14.97,17.66,-7.14,45.51,0.02,0.08,-0.1,0.17
EHAM,LFSB,0,36,-13.36,9.81,-27.1,2.45,0.04,0.05,-0.03,0.14
EHAM,LFSB,1,24,-13.5,16.39,-27.58,10.76,-0.06,0.06,-0.15,0.04
EHAM,LFSB,2,67,-4.98,15.41,-28.21,17.67,-0.01,0.06,-0.11,0.08
EHAM,LFSB,3,32,-17.77,16.17,-40.32,5.77,0.01,0.06,-0.07,0.1
EHAM,LFSB,4,22,-33.7,16.11,-48.1,1.62,-0.1,0.06,-0.19,-0.01
EHAM,LGAV,0,47,-13.94,17.99,-36.67,6.95,-0.01,0.12,-0.2,0.18
EHAM,LGAV,1,57,4.33,42.1,-29.3,40.88,0.05,0.21,-0.1,0.22
EHAM,LGAV,2,29,-7.9,14.82,-29.86,15.9,-0.02,0.09,-0.13,0.14
EHAM,LGAV,3,25,-1.79,14.05,-18.7,20.74,0.02,0.1,-0.11,0.2
EHAM,LGIR,0,58,-5.02,24.38,-28.12,37.89,-0.02,0.13,-0.23,0.18
EHAM,LGZA,0,25,26.08,16.07,8.4,49.42,0.07,0.13,-0.12,0.28
EHAM,LGZA,1,31,23.93,15.46,2.8,47.85,0.07,0.11,-0.06,0.25
EHAM,LHBP,0,148,-14.93,13.84,-32.06,8.0,-0.02,0.06,-0.11,0.09
EHAM,LIMC,0,133,-42.3,23.8,-68.44,0.56,-0.2,0.1,-0.34,-0.0
EHAM,LIMC,1,67,-37.92,20.25,-61.1,-2.8,-0.18,0.11,-0.3,-0.05
EHAM,LIML,0,61,29.55,14.04,9.8,50.2,0.06,0.08,-0.04,0.18
EHAM,LIML,1,90,38.21,13.06,17.94,54.96,0.07,0.07,-0.02,0.18
EHAM,LIML,2,16,29.6,10.69,10.18,43.72,0.07,0.11,-0.04,0.19
EHAM,LIML,3,26,35.77,23.18,11.48,76.62,0.09,0.15,-0.03,0.26
EHAM,LIML,4,15,33.79,12.17,15.76,49.0,0.06,0.07,-0.05,0.16
EHAM,LIPE,0,66,1.25,9.72,-10.08,15.52,0.0,0.07,-0.11,0.11
EHAM,LIPE,1,27,0.43,17.13,-19.46,32.8,-0.02,0.08,-0.18,0.06
EHAM,LIPZ,0,86,-32.16,12.73,-47.98,-0.12,-0.17,0.08,-0.28,-0.04
EHAM,LIPZ,1,21,-21.7,18.99,-46.0,14.9,-0.16,0.07,-0.25,-0.06
EHAM,LIPZ,2,22,-25.43,15.94,-44.29,3.79,-0.13,0.06,-0.21,-0.01
EHAM,LIRF,0,15,-36.26,14.36,-48.95,-10.94,-0.14,0.05,-0.22,-0.08
EHAM,LIRF,1,119,-29.65,17.52,-50.41,3.06,-0.12,0.08,-0.29,0.03
EHAM,LIRF,2,59,-25.2,37.99,-56.61,8.15,-0.07,0.13,-0.19,0.08
EHAM,LIRN,0,75,-20.82,22.5,-48.36,11.98,-0.05,0.11,-0.21,0.14
EHAM,LIRP,0,20,3.81,11.61,-10.5,15.25,0.01,0.06,-0.08,0.08
EHAM,LIRP,1,30,11.95,9.27,-0.13,31.1,0.04,0.08,-0.12,0.15
EHAM,LIRQ,0,46,2.08,14.51,-9.6,25.9,0.01,0.12,-0.17,0.14
EHAM,LIRQ,1,103,16.82,11.9,-0.48,34.86,0.01,0.09,-0.12,0.15
EHAM,LKPR,0,137,-14.43,13.62,-31.44,7.76,-0.05,0.07,-0.13,0.07
EHAM,LKPR,1,20,-15.93,11.77,-30.86,3.13,-0.05,0.06,-0.12,0.07
EHAM,LKPR,2,30,-19.13,17.0,-33.17,-8.23,-0.05,0.05,-0.11,0.06
EHAM,LLBG,0,43,6.11,14.52,-12.93,36.08,0.01,0.12,-0.21,0.18
EHAM,LLBG,1,81,3.38,17.02,-13.8,29.6,0.01,0.19,-0.26,0.32
EHAM,LOWW,0,254,9.4,19.05,-15.8,46.49,0.04,0.08,-0.08,0.16
EHAM,LPFR,0,76,-1.38,13.97,-15.85,29.98,-0.01,0.12,-0.22,0.15
EHAM,LPPR,0,48,-1.23,12.86,-19.87,21.82,0.02,0.11,-0.14,0.19
EHAM,LPPR,1,42,-2.98,12.43,-18.39,18.2,0.02,0.12,-0.14,0.21
EHAM,LPPR,2,28,-4.51,13.54,-21.34,15.97,0.01,0.09,-0.15,0.15
EHAM,LPPT,0,224,-7.01,21.91,-38.24,25.57,0.02,0.12,-0.16,0.22
EHAM,LPPT,1,25,-5.56,16.93,-35.96,16.72,0.01,0.09,-0.1,0.17
EHAM,LPPT,2,46,-3.42,19.17,-23.78,34.78,0.07,0.13,-0.13,0.3
EHAM,LPPT,3,29,-5.16,18.09,-38.88,16.58,0.05,0.12,-0.13,0.2
EHAM,LROP,0,65,-38.93,13.64,-52.9,-16.68,-0.07,0.09,-0.23,0.1
EHAM,LROP,1,78,-39.59,11.52,-52.46,-15.58,-0.07,0.07,-0.18,0.04
EHAM,LSGG,0,23,-15.36,9.92,-33.98,-1.52,-0.01,0.06,-0.09,0.07
EHAM,LSGG,1,58,-14.44,10.97,-33.66,-0.94,0.02,0.06,-0.08,0.11
EHAM,LSGG,2,64,-36.67,12.12,-45.97,-7.24,-0.1,0.08,-0.19,0.06
EHAM,LSGG,3,48,-41.68,16.92,-63.34,-8.66,-0.12,0.08,-0.23,-0.01
EHAM,LSGG,4,23,-39.45,9.12,-47.49,-22.35,-0.09,0.07,-0.18,0.05
EHAM,LSGG,5,16,-3.88,20.94,-31.48,21.58,-0.0,0.09,-0.1,0.15
EHAM,LSZH,0,145,-18.84,10.52,-32.4,1.04,-0.04,0.09,-0.14,0.14
EHAM,LSZH,1,88,12.92,13.22,-0.63,33.52,0.08,0.08,-0.03,0.21
EHAM,LSZH,2,43,-1.93,12.43,-21.71,18.37,0.04,0.08,-0.07,0.17
EHAM,LTFJ,0,101,-9.93,20.13,-35.5,27.4,0.03,0.14,-0.15,0.28
EHAM,LTFJ,1,54,-7.88,38.06,-38.34,38.85,0.03,0.2,-0.2,0.29
EHAM,LTFM,0,147,-20.99,18.3,-39.97,10.43,-0.05,0.13,-0.21,0.14
EHAM,LTFM,1,18,-30.94,20.36,-51.55,6.62,-0.08,0.11,-0.2,0.11
EHAM,LYBE,0,46,0.87,13.68,-7.9,29.2,0.02,0.08,-0.1,0.15
EHAM,LYBE,1,39,-14.85,14.33,-27.63,11.56,-0.0,0.08,-0.12,0.13
EHAM,LYBE,2,16,1.52,26.34,-21.58,47.05,0.03,0.05,-0.05,0.09
EHAM,MMMX,0,24,-2.66,116.28,-101.79,198.53,0.01,0.16,-0.24,0.24
EHAM,MMMX,1,20,-11.64,46.01,-82.75,58.12,-0.0,0.3,-0.38,0.45
EHAM,MMMX,2,15,-11.98,41.54,-76.8,37.14,-0.02,0.22,-0.31,0.31
EHAM,OMAA,0,52,11.76,16.16,-6.54,42.26,0.06,0.11,-0.12,0.23
EHAM,OMDB,0,35,23.74,17.97,-3.87,52.89,0.23,0.14,0.05,0.54
EHAM,OMDB,1,55,23.11,17.1,-2.02,49.64,0.21,0.12,0.04,0.41
EHAM,OMDB,2,26,45.48,23.63,15.7,76.45,0.26,0.13,0.06,0.46
EHAM,OTHH,0,86,37.21,34.17,-5.3,84.42,0.16,0.14,-0.03,0.39
EHAM,RKSI,0,76,-2.63,19.93,-23.33,24.42,0.03,0.2,-0.25,0.39
EHAM,TNCC,0,23,-0.43,43.87,-40.5,89.99,0.03,0.2,-0.26,0.3
EHAM,TNCC,1,21,-6.93,54.06,-51.4,63.2,-0.03,0.28,-0.57,0.31
EHAM,TNCC,2,30,1.76,39.96,-33.66,93.14,-0.01,0.25,-0.41,0.39
EHAM,VHHH,0,21,-3.52,46.8,-49.7,89.0,-0.01,0.18,-0.31,0.19
EHAM,VHHH,1,29,-16.64,143.25,-87.76,40.08,-0.0,0.48,-0.41,0.46
EHAM,WSSS,0,29,-12.79,51.95,-56.38,82.8,0.06,0.16,-0.11,0.23
EHAM,WSSS,1,30,-7.28,53.02,-54.34,44.64,0.08,0.17,-0.12,0.31
EHAM,ZSPD,0,26,-3.76,17.64,-13.68,4.35,0.02,0.22,-0.3,0.36
EHAM,ZSPD,1,25,0.05,10.59,-11.48,14.66,-0.01,0.18,-0.24,0.29
EHAM,ZSPD,2,23,-5.0,391.51,-324.15,764.48,0.02,0.91,-0.78,1.86
EHAM,ZSPD,3,29,-22.44,158.2,-61.32,-27.02,-0.01,0.43,-0.46,0.35
EHAM,ZSPD,4,27,-18.07,17.65,-37.99,17.42,0.04,0.2,-0.22,0.32
EHEH,EGSS,0,90,5.8,9.64,-3.0,25.2,0.07,0.05,-0.0,0.16
EHEH,LBSF,0,24,-59.92,16.95,-74.28,-36.01,-0.12,0.11,-0.22,0.04
EHEH,LBSF,1,26,-57.33,9.8,-67.7,-39.5,-0.1,0.08,-0.23,-0.0
EHEH,LEAL,0,83,-9.29,16.17,-21.58,5.83,0.04,0.12,-0.16,0.21
EHEH,LEBL,0,54,-13.05,17.88,-35.72,22.74,-0.05,0.11,-0.29,0.09
EHEH,LEIB,0,83,-24.44,22.27,-57.92,10.44,-0.08,0.11,-0.31,0.07
EHEH,LEMG,0,95,-5.36,26.48,-26.26,39.56,0.06,0.15,-0.17,0.33
EHEH,LEPA,0,20,-20.84,13.35,-38.7,-7.34,-0.02,0.12,-0.26,0.1
EHEH,LEPA,1,41,-10.96,21.68,-36.1,23.0,0.01,0.14,-0.2,0.17
EHEH,LEVC,0,71,-14.71,24.91,-32.55,12.15,-0.02,0.12,-0.2,0.2
EHEH,LIRF,0,31,-55.45,15.11,-71.05,-35.0,-0.17,0.07,-0.3,-0.1
EHEH,LIRF,1,28,-32.46,24.45,-58.56,12.08,-0.09,0.09,-0.23,0.05
EHEH,LPFR,0,73,-8.71,15.39,-24.58,8.76,-0.01,0.12,-0.21,0.17
EHRD,EGLC,0,100,4.04,6.91,-2.4,15.43,0.06,0.12,-0.01,0.16
EHRD,LEAL,0,51,-5.07,8.29,-16.15,11.6,0.03,0.1,-0.14,0.17
EHRD,LEIB,0,27,-34.95,20.0,-65.83,-6.04,-0.11,0.11,-0.33,-0.0
EHRD,LEIB,1,29,-36.12,18.78,-59.04,-0.86,-0.13,0.12,-0.34,0.03
EHRD,LEMG,0,59,2.64,26.84,-15.71,46.67,0.07,0.16,-0.13,0.36
EICK,EGCC,0,25,20.66,8.2,5.86,31.16,0.07,0.04,-0.01,0.12
EICK,EGCC,1,19,13.44,10.08,-2.02,26.62,0.04,0.06,-0.03,0.13
EICK,EGCC,2,16,18.99,7.52,10.48,29.5,0.1,0.06,0.0,0.18
EICK,EGLL,0,75,20.74,11.22,-0.04,37.92,0.1,0.1,-0.04,0.28
EICK,EGLL,1,38,16.49,11.32,-0.26,31.05,0.07,0.08,-0.0,0.2
EICK,EGSS,0,85,2.03,11.17,-17.28,19.78,0.06,0.06,-0.04,0.17
EICK,EHAM,0,75,12.62,9.4,2.87,30.43,0.08,0.08,-0.03,0.23
EICK,EHAM,1,19,10.65,5.4,0.66,16.7,0.06,0.07,-0.04,0.16
EICK,LEMG,0,27,-5.41,31.08,-25.11,29.56,0.07,0.19,-0.15,0.46
EICK,LEMG,1,24,-16.36,16.51,-36.7,6.9,-0.0,0.1,-0.12,0.15
EICK,LPFR,0,17,-0.53,5.65,-7.18,8.26,0.05,0.13,-0.13,0.21
EICK,LPFR,1,18,-0.73,8.72,-10.0,9.15,0.0,0.12,-0.14,0.2
EICK,LPFR,2,15,-3.01,8.87,-14.44,14.12,0.04,0.13,-0.23,0.15
EIDL,EIDW,0,58,-28.71,13.0,-46.46,-9.95,-0.05,0.08,-0.12,0.04
EIDW,BIKF,0,54,-0.14,17.12,-24.4,30.95,0.03,0.09,-0.09,0.19
EIDW,CYYZ,0,29,-3.3,69.17,-86.44,115.02,0.03,0.33,-0.47,0.56
EIDW,CYYZ,1,33,-1.63,19.91,-25.3,30.96,0.03,0.36,-0.42,0.7
EIDW,CYYZ,2,26,-6.43,77.6,-76.62,163.88,0.03,0.48,-0.58,0.92
EIDW,CYYZ,3,15,-3.58,44.75,-40.88,65.64,0.02,0.27,-0.35,0.38
EIDW,EBBR,0,90,16.18,13.73,-13.96,34.06,0.08,0.07,-0.02,0.19
EIDW,EBBR,1,51,14.3,14.46,-10.4,34.6,0.06,0.07,-0.03,0.15
EIDW,EDDB,0,112,11.85,14.07,-12.8,32.46,0.07,0.07,-0.04,0.19
EIDW,EDDF,0,161,-38.83,13.98,-56.6,-16.8,-0.13,0.09,-0.26,0.01
EIDW,EDDF,1,19,-54.26,29.75,-101.75,-19.01,-0.15,0.08,-0.22,-0.04
EIDW,EDDH,0,59,-38.85,15.79,-64.78,-10.47,-0.12,0.07,-0.23,-0.02
EIDW,EDDL,0,75,-14.59,7.02,-27.76,-4.25,0.01,0.06,-0.1,0.09
EIDW,EDDM,0,106,4.0,17.15,-19.2,31.38,-0.06,0.07,-0.17,0.06
EIDW,EGBB,0,68,8.73,10.71,-6.03,21.96,0.07,0.05,-0.01,0.14
EIDW,EGBB,1,20,9.16,13.77,-5.2,27.12,0.08,0.06,-0.01,0.14
EIDW,EGBB,2,23,8.68,12.42,-1.5,34.52,0.06,0.06,-0.01,0.15
EIDW,EGBB,3,21,4.31,8.94,-0.7,20.3,0.04,0.05,-0.03,0.13
EIDW,EGBB,4,17,4.9,10.08,-6.36,22.0,0.05,0.05,-0.03,0.1
EIDW,EGBB,5,95,14.94,11.1,0.5,33.93,0.12,0.07,-0.0,0.22
EIDW,EGBB,6,26,7.3,11.56,-13.8,25.12,0.02,0.03,-0.03,0.07
EIDW,EGCC,0,312,19.46,10.25,-2.36,31.6,0.1,0.1,-0.02,0.26
EIDW,EGCC,1,28,10.97,11.69,-10.68,25.76,0.04,0.05,-0.03,0.1
EIDW,EGGD,0,82,7.38,13.88,-13.06,27.42,0.04,0.06,-0.05,0.13
EIDW,EGGD,1,93,5.88,14.28,-18.08,29.32,0.05,0.07,-0.03,0.14
EIDW,EGGP,0,203,10.23,9.64,-5.19,23.8,0.05,0.07,-0.04,0.17
EIDW,EGGW,0,106,-29.32,14.2,-49.95,-5.08,-0.06,0.09,-0.15,0.07
EIDW,EGHI,0,56,-0.82,12.72,-20.78,23.08,0.01,0.11,-0.13,0.17
EIDW,EGKK,0,326,9.82,13.99,-18.98,27.52,0.15,0.14,-0.04,0.4
EIDW,EGLC,0,26,-19.53,18.65,-54.92,-2.45,0.02,0.09,-0.14,0.17
EIDW,EGLC,1,103,-23.87,24.58,-61.49,-2.13,-0.02,0.11,-0.15,0.1
EIDW,EGLL,0,149,11.43,10.94,-6.0,30.16,0.06,0.09,-0.06,0.23
EIDW,EGLL,1,336,20.37,13.09,3.48,45.28,0.14,0.12,-0.02,0.34
EIDW,EGLL,2,15,14.64,10.33,2.19,32.04,0.12,0.09,0.01,0.26
EIDW,EGNM,0,28,12.24,9.43,0.67,26.9,0.03,0.04,-0.03,0.08
EIDW,EGNM,1,57,15.2,9.01,3.52,29.66,0.03,0.06,-0.04,0.13
EIDW,EGNM,2,59,22.37,10.83,5.68,39.21,0.12,0.12,0.04,0.16
EIDW,EGNT,0,27,5.56,8.81,-6.37,18.37,0.01,0.05,-0.07,0.07
EIDW,EGNT,1,37,3.66,10.01,-12.8,18.2,-0.01,0.05,-0.08,0.07
EIDW,EGNT,2,31,-6.05,22.92,-28.35,9.15,0.01,0.15,-0.07,0.11
EIDW,EGNX,0,28,-0.37,12.36,-19.78,17.98,0.17,0.17,0.0,0.41
EIDW,EGNX,1,22,-1.59,13.95,-20.6,16.29,0.05,0.05,-0.01,0.13
EIDW,EGNX,2,53,-1.28,10.71,-25.94,8.8,0.03,0.05,-0.06,0.1
EIDW,EGPD,0,40,5.3,4.45,-0.11,9.85,0.01,0.05,-0.08,0.09
EIDW,EGPD,1,20,10.74,3.88,6.4,16.64,0.03,0.12,-0.08,0.23
EIDW,EGPF,0,185,-3.69,11.08,-20.18,10.6,-0.08,0.1,-0.25,0.05
EIDW,EGPF,1,32,-8.06,9.23,-22.1,1.97,-0.1,0.05,-0.17,-0.03
EIDW,EGPH,0,160,5.36,9.45,-12.83,16.21,0.02,0.12,-0.15,0.2
EIDW,EGPH,1,18,1.58,10.55,-20.66,11.63,0.01,0.08,-0.09,0.08
EIDW,EGPH,2,95,4.85,14.61,-16.49,16.82,0.03,0.13,-0.17,0.19
EIDW,EGPH,3,22,2.29,12.11,-19.4,16.43,0.01,0.05,-0.08,0.1
EIDW,EGSS,0,150,-7.93,10.13,-23.71,10.42,0.01,0.07,-0.08,0.1
EIDW,EGSS,1,112,-5.41,16.87,-27.34,17.3,0.03,0.07,-0.08,0.14
EIDW,EHAM,0,226,8.81,8.04,-0.8,21.55,0.09,0.06,-0.0,0.17
EIDW,EHAM,1,171,7.92,11.0,-3.35,19.4,0.07,0.06,-0.02,0.17
EIDW,EIDL,0,58,9.93,4.45,3.88,18.83,0.09,0.11,0.04,0.13
